field_1,kraftwerksnummer_bundesnetzagentur,unternehmen,kraftwerksname,plz_standort_kraftwerk,ort_standort_kraftwerk,stra_e_und_hausnummer_standort_kraftwerk,bundesland,blockname,aufnahme_der_kommerziellen_stromerzeugung_der_derzeit_in_betrie,kraftwerksstatus_in_betrieb_vorlaufig_stillgelegt_saisonale_k,energietrager,spezifizierung_mehrere_energietrager_und_sonstige_energietrag,spezifizierung_mehrere_energietrager___zusatz__ersatzbrennst,auswertungenergietrager_zuordnung_zu_einem_hauptenergietrage,vergutungsfahig_nach_eeg_ja_nein,warmeauskopplung_kwk_ja_nein,netto_nennleistung_elektrische_wirkleistung_in_mw,bezeichnung_verknupfungspunkt_schaltanlage_mit_dem_stromnetz,netz__oder_umspannebene_des_anschlusses_in_kv,name_stromnetzbetreiber,the_geom,cartodb_id,created_at,updated_at,cartodb_georef_status
,,EEG-Anlagen < 10 MW,,,,,Baden-Württemberg,,,in Betrieb,Solare Strahlungsenergie,,,Solare Strahlungsenergie,Ja,,5266.652088,,,,,1707,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,
,BNA0705,RWE Power AG,Niederaußem,50129,Bergheim,,Nordrhein-Westfalen,D,1968,in Betrieb,Braunkohle,,,Braunkohle,Nein,Nein,297,Brauweiler,220,Amprion GmbH,0101000020E61000000113B875378F1A400A117008557A4940,661,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,true
,BNA0706,RWE Power AG,Niederaußem,50129,Bergheim,,Nordrhein-Westfalen,F,1971,in Betrieb,Braunkohle,,,Braunkohle,Nein,Nein,299,Opladen,220,Amprion GmbH,0101000020E61000000113B875378F1A400A117008557A4940,662,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,true
,BNA0707,RWE Power AG,Niederaußem,50129,Bergheim,,Nordrhein-Westfalen,H,1974,in Betrieb,Braunkohle,,,Braunkohle,Nein,Nein,648,Rommerskirchen,380,Amprion GmbH,0101000020E61000000113B875378F1A400A117008557A4940,663,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,true
,BNA0708,RWE Power AG,Niederaußem,50129,Bergheim,,Nordrhein-Westfalen,G,1974,in Betrieb,Braunkohle,,,Braunkohle,Nein,Ja,653,Rommerskirchen,380,Amprion GmbH,0101000020E61000000113B875378F1A400A117008557A4940,664,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,true
,BNA0709,RWE Power AG,Niederaußem,50129,Bergheim,,Nordrhein-Westfalen,K,2002,in Betrieb,Braunkohle,,,Braunkohle,Nein,Nein,944,Rommerskirchen,380,Amprion GmbH,0101000020E61000000113B875378F1A400A117008557A4940,665,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,true
,BNA0710,RWE Power AG,Niederaußem,50129,Bergheim,,Nordrhein-Westfalen,B,1963,vorläufig stillgelegt,Braunkohle,,,Braunkohle,Nein,Nein,125,Brauweiler,220,Amprion GmbH,0101000020E61000000113B875378F1A400A117008557A4940,666,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,true
,BNA0711,RWE Power AG,Niederaußem,50129,Bergheim,,Nordrhein-Westfalen,A,1963,vorläufig stillgelegt,Braunkohle,,,Braunkohle,Nein,Nein,125,Brauweiler,220,Amprion GmbH,0101000020E61000000113B875378F1A400A117008557A4940,667,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,true
,BNA0712,RWE Power AG,Niederaußem,50129,Bergheim,,Nordrhein-Westfalen,C,1965,in Betrieb,Braunkohle,,,Braunkohle,Nein,Nein,294,Brauweiler,220,Amprion GmbH,0101000020E61000000113B875378F1A400A117008557A4940,668,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,true
,BNA0713,RWE Power AG,Niederaußem,50129,Bergheim,,Nordrhein-Westfalen,E,1970,in Betrieb,Braunkohle,,,Braunkohle,Nein,Nein,295,Opladen,220,Amprion GmbH,0101000020E61000000113B875378F1A400A117008557A4940,669,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,true
,BNA0714,RWE Power AG,Fortuna Nord,50129,Bergheim,,Nordrhein-Westfalen,Fortuna Nord,1984,in Betrieb,Braunkohle,,,Braunkohle,Nein,Ja,15,Auenheim,110,Westnetz GmbH,0101000020E61000000113B875378F1A400A117008557A4940,670,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,true
,BNA0267b,Windpark GmbH & Co. Feldheim KG,WP Feldheim,14913,Feldheim,,Brandenburg,,2006,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,nein,20,,380,50Hertz Transmission GmbH,0101000020E61000003A1E335019BF2A40B537F8C264564A40,264,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,true
,BNA0887c,Windpark GmbH & Co. Feldheim KG,WP Feldheim,14913,Feldheim,,Brandenburg,,2006,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,nein,20,,380,50Hertz Transmission GmbH,0101000020E61000003A1E335019BF2A40B537F8C264564A40,833,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,true
,BNA0871,Salzhemmendorf Wind GmbH & Co. KG,,31020,Salzhemmendorf,,Niedersachsen,,2006,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,,10,,MS,Westfalen Weser Netz AG,0101000020E6100000226C787AA52C23407F6ABC7493084A40,813,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,true
,BNA1067,,,26409,Wittmund,,Niedersachsen,,2005,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,,14,,HS/MS,EWE NETZ GmbH,0101000020E61000003E22A644121D1F40C425C79DD2C94A40,1018,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,true
,BNA1068,,,26409,Wittmund,,Niedersachsen,,1999,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,,12.5,,HS/MS,EWE NETZ GmbH,0101000020E61000003E22A644121D1F40C425C79DD2C94A40,1019,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,true
,BNA1069,,,26409,Wittmund,,Niedersachsen,,2005,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,,12,,HS/MS,EWE NETZ GmbH,0101000020E61000003E22A644121D1F40C425C79DD2C94A40,1020,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,true
,BNA0346,Gnannenweiler Windnetz GmbH & Co. KG,,89547,Gerstetten,,Baden-Württemberg,,2009,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,,16.8,,HS,Netze BW GmbH,0101000020E61000008CF337A110112440B0C91AF510514840,325,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,true
,BNA1578,,Bürgerwindpark Süderlügum,25923,Süderlügum,,Schleswig-Holstein,,2014,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,Nein,36,,MS,Schleswig-Holstein Netz AG,0101000020E6100000DA722EC555D521405036E50AEF6E4B40,1571,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,true
,BNA0051,Cargill Deutschland GmbH,KWK-Anlage Barby,39249,Barby,Monplaisirstr. 22,Sachsen-Anhalt,-,1993,in Betrieb,Erdgas,,,Erdgas,Nein,Ja,18,Übergabe Schaltanlage E.ON,20,Avacon AG,0101000020E6100000C03E3A75E5C3274039D1AE42CAFB4940,51,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,true
,BNA1573,,Bürgerwindpark im Kirchspiel Medelby,24994,Jardelund,,Schleswig-Holstein,,2014,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,Nein,82.23,,HöS,TenneT TSO GmbH,0101000020E610000066666666666622404963B48EAA6A4B40,1566,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,true
,BNA0533,Breeze Two Energy GmbH & Co. KG,Windpark Kisselbach,56291,Kisselbach,,Rheinland-Pfalz,,2006,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,,22.4,UW Kisselbach Schaltzelle J03,110,Westnetz GmbH,0101000020E610000081B2295778771E406666666666064940,491,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,true
,BNA0761,e.disnatur Erneuerbare Energien GmbH,WP Naundorf I,4769,Naundorf,,Sachsen,,2004,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,,14,,20,Mitteldeutsche Netzgesellschaft Strom mbH,0101000020E610000040D9942BBC3B2A400000000000A04940,717,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,true
,BNA0563,EWE VERTRIEB GmbH,WEP Hamswehrum ,26736,Krummhörn,Hoher Grodenweg / Groothuser Grodenweg,Niedersachsen,,,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,Nein,12,,HS/MS,EWE NETZ GmbH,,521,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,false
,BNA0564,Windpark Groothusen GmbH & Co. Betriebs KG,,26736,Krummhörn,,Niedersachsen,,2005,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,,12,,HS/MS,EWE NETZ GmbH,,522,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,false
,BNA0565,Windpark Jennelt GmbH ,,26736,Krummhörn,,Niedersachsen,,2001,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,,9,,MS,EWE NETZ GmbH,,523,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,false
,BNA1544,Windpark Oberwesel II GmbH & Co. KG,Windpark Oberwesel II,55430,Oberwesel,,Rheinland-Pfalz,,2013,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,,10.2,Lingerhahn,20-30,Westnetz GmbH,0101000020E6100000D89E5912A0E61E40B6BE4868CB0D4940,1537,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,true
,BNA1545,Windpark Oberwesel III GmbH & Co. KG,Windpark Oberwesel III,55430,Oberwesel,,Rheinland-Pfalz,,2013,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,,10.2,Lingerhahn,20-30,Westnetz GmbH,0101000020E6100000D89E5912A0E61E40B6BE4868CB0D4940,1538,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,true
,BNA1406,FS-Karton GmbH,FS-Karton,41460,Neuss,Düsseldorfer Str. 182-184,Nordrhein-Westfalen,,1992,in Betrieb,Erdgas,,,Erdgas,Nein,Ja,18.879,,110,Westnetz GmbH,0101000020E6100000AFCE31207BBD1A40CC28965B5A994940,1372,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,true
,BNA1316,AWG Abfallwirtschaftsgesellschaft mbH Wuppertal,Müllheizkraftwerk,42349,Wuppertal,Korzert 15,Nordrhein-Westfalen,,1976,in Betrieb,Mehrere Energieträger,Abfall,Heizöl,Abfall,Nein,Ja,30,"Elberfeld Süd, Ronsdorf",110,WSW Netz GmbH ,0101000020E61000007AC7293A92AB1C40828B153598A24940,1263,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,true
,BNA0343,Energieversorgung Gera GmbH,Heizkraftwerk Gera-Nord,7546,Gera,Siemensstraße 45,Thüringen,,1997,in Betrieb,Erdgas,,,Erdgas,Nein,Ja,74,,110,GeraNetz GmbH ,0101000020E61000000B0C59DDEA292840787FBC57AD704940,322,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,true
,BNA1588,,Offenbach an der Queich II,76877,Offenbach an der Queich,,Rheinland-Pfalz,,2014,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,Nein,15.18,,MS,Pfalzwerke Netz AG,0101000020E610000006F52D73BA5C20406E4C4F58E2994840,1581,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,true
,BNA0112,BKW Deutschland GmbH,Windpark Bockelwitz,4703,Bockelwitz,,Sachsen,,1999,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,Nein,15,DE0009990470300000E10000601000001,,Mitteldeutsche Netzgesellschaft Strom mbH,0101000020E6100000B62DCA6C90E929408C15359886994940,102,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,true
,BNA1036,Mark-E AG,Kraftwerk Werdohl-Elverlingsen,58791,Werdohl,,Nordrhein-Westfalen,E 1/2,1975,vorläufig stillgelegt,Mineralölprodukte,Leichtes Heizöl,,Mineralölprodukte,Nein,,206,U 204,220,Enervie AssetNetWork GmbH ,0101000020E61000008D7A884677101F4068AED3484BA14940,987,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,true
,BNA1037,Mark-E AG,Kraftwerk Werdohl-Elverlingsen,58791,Werdohl,,Nordrhein-Westfalen,E4,1982,in Betrieb,Mehrere Energieträger,Steinkohle,"Tiermehl, SBS",Steinkohle,Nein,,310,U205,220,Enervie AssetNetWork GmbH ,0101000020E61000008D7A884677101F4068AED3484BA14940,988,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,true
,BNA1035,Mark-E AG,Kraftwerk Werdohl-Elverlingsen,58791,Werdohl,,Nordrhein-Westfalen,E3,1971,Endgültig Stillgelegt 2014,Steinkohle,,,Steinkohle,Nein,,186,U 104,110,Enervie AssetNetWork GmbH ,0101000020E61000008D7A884677101F4068AED3484BA14940,1799,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,true
,BNA0568,RWE Innogy GmbH,RWE Innogy Brise Windparkbetriebsgesellschaft mbH,29393,Hohne,,Niedersachsen,Schmarloh,2007,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,Nein,28,UW Lachendorf,20,Celle-Uelzen Netz GmbH,0101000020E610000092AE997CB3DD234052EDD3F198654A40,527,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,true
,BNA1159,Stadtwerke München GmbH,Windpark Holzhausen,16845,Holzhausen,,Brandenburg,,2008,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,,12,UW Heinrichsfelde,110,E.DIS AG,0101000020E6100000B41F2922C3BA2840FE0E45813E754A40,1105,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,true
,BNA0673,Windpark Mittelstenahe GmbH & Co. Betriebs-KG,,21770,Mittelstenahe,,Niedersachsen,,2006,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,,12,,HS/MS,EWE NETZ GmbH,0101000020E61000008CF337A1101122403333333333D34A40,627,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,true
,BNA0795,Rhein-Main-Donau AG,Geisling,93102,Pfatter,,Bayern,Geisling,1985,in Betrieb,Laufwasser,,,Laufwasser,Nein,Nein,25,Schaltanlage vor Ort,20,Bayernwerk AG,0101000020E6100000DDD26A48DCC32840658D7A88467B4840,750,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,true
,BNA0455,Windpark Hohen Pritz GbR,,19089,Hohen Pritz,,Mecklenburg-Vorpommern,,2001,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,,21,,HS,WEMAG Netz GmbH,0101000020E61000009BFEEC478AC82740E3AAB2EF8AD04A40,425,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,true
,BNA1647,,WP Hoppenrade,14641,Hoppenrade,,Brandenburg,,2014,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,Nein,27.6,,HS,E.DIS AG,0101000020E6100000738577B9881F28405BCEA5B8AA844A40,1640,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,true
,BNA1107,Breeze Four Energy GmbH & Co. KG /Itec International,Bergholz,17321,Bergholz,,Mecklenburg-Vorpommern,Bergholz,1999,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,Nein,12,UW Löcknitz,110,E.DIS AG,0101000020E610000012C2A38D23562C4031D3F6AFACB84A40,1059,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,true
,BNA1375,Solarparc AG,Flugplatz Mahlwinkel,39517,Mahlwinkel,ehemaliger Militärflughafen,Sachsen-Anhalt,,2012,in Betrieb,Solare Strahlungsenergie,,,Solare Strahlungsenergie,Ja,,18.78336,,,Avacon AG,0101000020E6100000185B087250922740D105F52D73324A40,1333,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,true
,BNA0625,Breeze Four Energy GmbH & Co. KG /Itec International,Mahlwinkel-Nord,39517,Mahlwinkel,,Sachsen-Anhalt,Mahlwinkel-Nord,2008,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,Nein,32,UW Uchtdorf,110,HSN Magdeburg GmbH,0101000020E6100000185B087250922740D105F52D73324A40,584,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,true
,BNA0671,Windkonzept - Energieanlagen GmbH & Co. KG,,39649,Mieste,,Sachsen-Anhalt,,2002,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,,16,,MS,Avacon AG,0101000020E6100000EFC9C342AD692640A01518B2BA3D4A40,624,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,true
,BNA1557,Volkswagen Sachsen GmbH ,,8056,Zwickau,Glauchauer Str. 40,Sachsen,,2014,in Betrieb,Erdgas,,,Erdgas,Nein,Ja,12.9,UW Schlunzig ,20,,0101000020E61000000B630B410EFA2840E92B4833165D4940,1550,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,true
,BNA1435,LHI Green Infrastructure Solar Deutschland I GmbH & Co. KG,,15320,Neuhardenberg,Oderbruchstraße,Brandenburg,,2012,in Betrieb,Solare Strahlungsenergie,,,Solare Strahlungsenergie,Ja,,19.68864,,110,E.DIS AG,0101000020E610000099D36531B1792C40630B410E4A4C4A40,1401,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,true
,BNA0797,Heizkraftwerk Pforzheim GmbH,Heizkraftwerk Pforzheim GmbH,75175,Pforzheim,Hohwiesenweg 15,Baden-Württemberg,Biomasse,2004,in Betrieb,Mehrere Energieträger,Biomasse,"Erdgas; Klärgas",Biomasse,Ja,Ja,12.3,Hohwiesenweg,110,Stadtwerke Pforzheim GmbH und Co. KG,0101000020E6100000670A9DD7D8652140FEF15EB532714840,751,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,true
,BNA1570,,Bürgerwindpark Emmelsbüll-Horsbüll GmbH & Co. KG,25924,Emmelsbüll-Hostbüll,,Schleswig-Holstein,,2014,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,Nein,20.22,,HS/ MS,Schleswig-Holstein Netz AG,,1563,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,false
,,EEG-Anlagen < 10 MW,,,,,Mecklenburg-Vorpommern,,,in Betrieb,Deponiegas,,,Deponiegas,Ja,,11.683,,,,,1672,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,
,BNA0799,Heizkraftwerk Pforzheim GmbH,Heizkraftwerk Pforzheim GmbH,75175,Pforzheim,Hohwiesenweg 15,Baden-Württemberg,Gaskesselanlage,1969,in Betrieb,Mehrere Energieträger,Erdgas,Mineralölprodukte,Erdgas,Nein,Ja,11.3,Hohwiesenweg,110,Stadtwerke Pforzheim GmbH und Co. KG,0101000020E6100000670A9DD7D8652140FEF15EB532714840,752,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,true
,BNA0800,Heizkraftwerk Pforzheim GmbH,Heizkraftwerk Pforzheim GmbH,75175,Pforzheim,Hohwiesenweg 15,Baden-Württemberg,Kombiblock/GuD,1980,in Betrieb,Mehrere Energieträger,Erdgas,Mineralölprodukte,Erdgas,Nein,Ja,41.2,Hohwiesenweg,110,Stadtwerke Pforzheim GmbH und Co. KG,0101000020E6100000670A9DD7D8652140FEF15EB532714840,753,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,true
,BNA0801,Heizkraftwerk Pforzheim GmbH,Heizkraftwerk Pforzheim GmbH,75175,Pforzheim,Hohwiesenweg 15,Baden-Württemberg,Wirbelschichtblock,1990,in Betrieb,Mehrere Energieträger,Steinkohle,"EBS; Mineralölprodukte; Klärgas",Steinkohle,Nein,Ja,26.9,Hohwiesenweg,110,Stadtwerke Pforzheim GmbH und Co. KG,0101000020E6100000670A9DD7D8652140FEF15EB532714840,754,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,true
,BNA0226,Windpark Eckolstädt GmbH & Co. KG,,99510,Eckolstädt,,Thüringen,,1999,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,,15.6,,MS,TEN Thüringer Energienetze GmbH,0101000020E6100000D5B2B5BE4848274086AC6EF59C844940,214,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,true
,BNA1135,RWE Innogy GmbH,Fankel,56821,Ellenz-Poltersdorf,,Rheinland-Pfalz,,1963,in Betrieb,Laufwasser,,,Laufwasser,Nein,Nein,16.4,,20,Westnetz GmbH,0101000020E6100000E5B33C0FEEEE1C40CDCCCCCCCC0C4940,1083,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,true
,BNA0560,WKN Windkraft Nord GmbH & Co. Windpark Krempdorf KG,,25376,Krempdorf,,Schleswig-Holstein,,2003,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,,17.75,,MS,Schleswig-Holstein Netz AG ,0101000020E6100000740CC85EEFEE22404963B48EAAEA4A40,519,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,true
,BNA1304,Enercon Windpark GmbH & Co. Scirocco I KG,Windpark Niederndodeleben,39179,Ebendorf,,Sachsen-Anhalt,,2001,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,nein,10.8,,20,Avacon AG,0101000020E61000002ECA6C90492627405D8AABCABE174A40,1251,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,true
,BNA1535,Windpark Schönwalde GmbH & Co. KG,,24814,Sehestedt,Feldscheide 2,Schleswig-Holstein,,2007,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,Nein,22,DE0010811590700000000000000078489,20,Mitteldeutsche Netzgesellschaft Strom mbH,0101000020E6100000A73FFB9122A223405036E50AEF2E4B40,1526,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,true
,BNA1358,,,26127,Oldenburg,Alexanderstraße,Niedersachsen,,2011,in Betrieb,Solare Strahlungsenergie,,,Solare Strahlungsenergie,Ja,,13.89696,,,EWE NETZ GmbH,0101000020E610000059DDEA39E96D2040B56CAD2F12924A40,1316,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,true
,BNA0887a,,Windpark Schönewalde,4916,Schönewalde,,Brandenburg,,2005,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,,27.2,,380,50Hertz Transmission GmbH,0101000020E61000006AA4A5F276342B4017D4B7CCE9D64940,831,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,true
,BNA1085,Heizkraftwerk Würzburg GmbH,Heizkraftwerke an der Friedensbrücke,97080,Würzburg,Veitshöchheimer Str. 1,Bayern,TSIII,1971,in Betrieb,Erdgas,,,Erdgas,Nein,Ja,23,"UW HKW, 20 kV-Schaltanlage, Zelle J34",20,Mainfranken Netze GmbH,0101000020E61000009E4143FF04E72340D2FBC6D79EE54840,1039,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,true
,BNA1086,Heizkraftwerk Würzburg GmbH,Heizkraftwerke an der Friedensbrücke,97080,Würzburg,Veitshöchheimer Str. 1,Bayern,TSII,1993,in Betrieb,Erdgas,,,Erdgas,Nein,Ja,25,"UW HKW, 20 kV-Schaltanlage, Zelle J26",20,Mainfranken Netze GmbH,0101000020E61000009E4143FF04E72340D2FBC6D79EE54840,1040,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,true
,BNA1087,Heizkraftwerk Würzburg GmbH,Heizkraftwerke an der Friedensbrücke,97080,Würzburg,Veitshöchheimer Str. 1,Bayern,GTII,2009,in Betrieb,Erdgas,,,Erdgas,Nein,Ja,29.5,"UW HKW, 110 kV-Schaltanlge, Zelle E8",110,Mainfranken Netze GmbH,0101000020E61000009E4143FF04E72340D2FBC6D79EE54840,1041,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,true
,BNA1088,Heizkraftwerk Würzburg GmbH,Heizkraftwerke an der Friedensbrücke,97080,Würzburg,Veitshöchheimer Str. 1,Bayern,GTI,2005,in Betrieb,Erdgas,,,Erdgas,Nein,Ja,44.5,"UW HKW, 110 kV-Schaltanlage, Zelle E4",110,Mainfranken Netze GmbH,0101000020E61000009E4143FF04E72340D2FBC6D79EE54840,1042,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,true
,BNA0948,"Windpark Beppen II- Intschede Netz GbR; Windstrom GmbH & Co. Windfeld Beppener Bruch Infrastruktur KG",,27321,Thedinghausen,,Niedersachsen,,2003,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,,35.3,,HS/MS,EWE NETZ GmbH,0101000020E61000000DA661F8880822401D03B2D7BB7B4A40,904,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,true
,BNA0132,SachsenFonds Solar II GmbH & Co. KG,Waldpolenz Energiepark FF 2,4821,Brandis,,Sachsen,,2008,in Betrieb,Solare Strahlungsenergie,,,Solare Strahlungsenergie,Ja,,7.98,,20,Mitteldeutsche Netzgesellschaft Strom mbH,0101000020E61000000D6C956071382940F437A11001AB4940,122,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,true
,BNA0133,SachsenFonds Solar III GmbH & Co. KG,Waldpolenz Energiepark FF 3,4821,Brandis,,Sachsen,,2008,in Betrieb,Solare Strahlungsenergie,,,Solare Strahlungsenergie,Ja,,8.032,,20,Mitteldeutsche Netzgesellschaft Strom mbH,0101000020E61000000D6C956071382940F437A11001AB4940,123,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,true
,BNA0134,SachsenFonds Solar I GmbH & Co. KG,Waldpolenz Energiepark FF 1,4821,Brandis,,Sachsen,,2007,in Betrieb,Solare Strahlungsenergie,,,Solare Strahlungsenergie,Ja,,24.137,,20,Mitteldeutsche Netzgesellschaft Strom mbH,0101000020E61000000D6C956071382940F437A11001AB4940,124,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,true
,BNA0570,Raiffeisenwindpark Lahn GmbH & Co.KG,,49757,Lahn,,Niedersachsen,,2000,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,,14,,MS,EWE NETZ GmbH,0101000020E610000081B2295778771E40EACF7EA488684A40,529,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,true
